Date,Time,Temperature,Dew Point,Humidity,Wind,Wind Speed,Wind Gust,Pressure,Precip.,Condition
2023-02-21,3:30 PM,48ʡF,28ʡF,46ʡ%,ENE,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Partly Cloudy
2023-02-21,4:00 PM,48ʡF,28ʡF,46ʡ%,ENE,9ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Partly Cloudy
2023-02-21,4:30 PM,46ʡF,28ʡF,50ʡ%,E,11ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Fair
2023-02-21,5:00 PM,46ʡF,28ʡF,50ʡ%,E,11ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,5:30 PM,45ʡF,30ʡF,57ʡ%,E,11ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,6:00 PM,43ʡF,28ʡF,57ʡ%,E,11ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,6:30 PM,43ʡF,28ʡF,57ʡ%,E,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,7:00 PM,43ʡF,30ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,7:30 PM,43ʡF,28ʡF,57ʡ%,E,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,8:00 PM,41ʡF,30ʡF,65ʡ%,E,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,8:30 PM,43ʡF,30ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-21,9:00 PM,43ʡF,28ʡF,57ʡ%,E,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Mostly Cloudy
2023-02-21,9:30 PM,43ʡF,28ʡF,57ʡ%,ESE,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Mostly Cloudy
2023-02-21,10:00 PM,43ʡF,28ʡF,57ʡ%,E,11ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Mostly Cloudy
2023-02-21,10:30 PM,43ʡF,30ʡF,61ʡ%,E,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Partly Cloudy
2023-02-21,11:00 PM,43ʡF,30ʡF,61ʡ%,E,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Mostly Cloudy
2023-02-21,11:30 PM,43ʡF,30ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,12:00 AM,43ʡF,30ʡF,61ʡ%,E,9ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,12:30 AM,43ʡF,30ʡF,61ʡ%,E,9ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,1:00 AM,41ʡF,30ʡF,65ʡ%,E,7ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,1:30 AM,43ʡF,28ʡF,57ʡ%,ESE,9ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,2:00 AM,41ʡF,30ʡF,65ʡ%,E,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,2:30 AM,41ʡF,28ʡF,61ʡ%,E,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,3:00 AM,41ʡF,28ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,3:30 AM,43ʡF,28ʡF,57ʡ%,E,7ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,4:00 AM,43ʡF,30ʡF,61ʡ%,ESE,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,4:30 AM,41ʡF,30ʡF,65ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,5:00 AM,41ʡF,32ʡF,70ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,5:30 AM,41ʡF,32ʡF,70ʡ%,ESE,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Mostly Cloudy
2023-02-22,6:00 AM,41ʡF,32ʡF,70ʡ%,ESE,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,6:30 AM,41ʡF,32ʡF,70ʡ%,ESE,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,7:00 AM,41ʡF,32ʡF,70ʡ%,E,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,7:30 AM,43ʡF,34ʡF,70ʡ%,E,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,8:00 AM,45ʡF,32ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,8:30 AM,45ʡF,32ʡF,61ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,9:00 AM,46ʡF,32ʡF,57ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,9:30 AM,46ʡF,32ʡF,57ʡ%,E,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,10:00 AM,46ʡF,30ʡF,53ʡ%,S,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,10:30 AM,45ʡF,30ʡF,57ʡ%,SE,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Fair
2023-02-22,11:00 AM,46ʡF,30ʡF,53ʡ%,E,7ʡmph,0ʡmph,30.39ʡin,0.0ʡin,Fair
2023-02-22,11:30 AM,46ʡF,32ʡF,57ʡ%,VAR,4ʡmph,0ʡmph,30.39ʡin,0.0ʡin,Fair
2023-02-22,12:00 PM,46ʡF,32ʡF,57ʡ%,E,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fair
2023-02-22,12:30 PM,48ʡF,32ʡF,54ʡ%,ENE,4ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fair
2023-02-22,1:00 PM,52ʡF,32ʡF,47ʡ%,NE,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Partly Cloudy
2023-02-22,1:30 PM,52ʡF,32ʡF,47ʡ%,VAR,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Partly Cloudy
2023-02-22,2:00 PM,52ʡF,32ʡF,47ʡ%,VAR,4ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-22,2:30 PM,50ʡF,32ʡF,50ʡ%,VAR,2ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,3:00 PM,52ʡF,32ʡF,47ʡ%,VAR,2ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,3:30 PM,52ʡF,34ʡF,50ʡ%,NNW,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,4:00 PM,52ʡF,34ʡF,50ʡ%,NNE,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,4:30 PM,50ʡF,34ʡF,54ʡ%,NE,9ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-22,5:00 PM,50ʡF,34ʡF,54ʡ%,ENE,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,5:30 PM,48ʡF,34ʡF,57ʡ%,ENE,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,6:00 PM,48ʡF,36ʡF,62ʡ%,E,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,6:30 PM,46ʡF,36ʡF,66ʡ%,ENE,11ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,7:00 PM,46ʡF,36ʡF,66ʡ%,E,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,7:30 PM,46ʡF,37ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,8:00 PM,46ʡF,37ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,8:30 PM,46ʡF,36ʡF,66ʡ%,E,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,9:00 PM,46ʡF,37ʡF,71ʡ%,E,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,9:30 PM,46ʡF,37ʡF,71ʡ%,E,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,10:00 PM,45ʡF,36ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,10:30 PM,45ʡF,36ʡF,71ʡ%,ENE,9ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fair
2023-02-22,11:00 PM,45ʡF,36ʡF,71ʡ%,ENE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-22,11:30 PM,45ʡF,36ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,12:00 AM,45ʡF,36ʡF,71ʡ%,ESE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,12:30 AM,45ʡF,36ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,1:00 AM,45ʡF,36ʡF,71ʡ%,E,4ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,1:30 AM,45ʡF,37ʡF,76ʡ%,E,4ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,2:00 AM,45ʡF,37ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Fair
2023-02-23,2:30 AM,45ʡF,37ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Fair
2023-02-23,3:00 AM,45ʡF,37ʡF,76ʡ%,ENE,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Fair
2023-02-23,3:30 AM,45ʡF,39ʡF,81ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-23,4:00 AM,43ʡF,39ʡF,87ʡ%,ENE,4ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-23,4:30 AM,45ʡF,39ʡF,81ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-23,5:00 AM,43ʡF,39ʡF,87ʡ%,ENE,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Mostly Cloudy
2023-02-23,5:30 AM,43ʡF,39ʡF,87ʡ%,ENE,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Mostly Cloudy
2023-02-23,6:00 AM,43ʡF,39ʡF,87ʡ%,ENE,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Mostly Cloudy
2023-02-23,6:30 AM,43ʡF,39ʡF,87ʡ%,ENE,9ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Mostly Cloudy
2023-02-23,7:00 AM,43ʡF,39ʡF,87ʡ%,ENE,9ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Partly Cloudy
2023-02-23,7:30 AM,45ʡF,37ʡF,76ʡ%,ENE,9ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Fair
2023-02-23,8:00 AM,45ʡF,39ʡF,81ʡ%,ENE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,8:30 AM,45ʡF,39ʡF,81ʡ%,ENE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,9:00 AM,46ʡF,39ʡF,76ʡ%,ENE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,9:30 AM,46ʡF,39ʡF,76ʡ%,ENE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fair
2023-02-23,10:00 AM,46ʡF,39ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Fair
2023-02-23,10:30 AM,46ʡF,39ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Partly Cloudy
2023-02-23,11:00 AM,46ʡF,39ʡF,76ʡ%,ENE,9ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Partly Cloudy
2023-02-23,11:30 AM,46ʡF,39ʡF,76ʡ%,ENE,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Partly Cloudy
2023-02-23,12:00 PM,48ʡF,39ʡF,71ʡ%,ENE,9ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Partly Cloudy
2023-02-23,12:30 PM,48ʡF,39ʡF,71ʡ%,ENE,9ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Partly Cloudy
2023-02-23,1:00 PM,46ʡF,39ʡF,76ʡ%,ENE,9ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Partly Cloudy
2023-02-23,1:30 PM,46ʡF,39ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Partly Cloudy
2023-02-23,2:00 PM,46ʡF,39ʡF,76ʡ%,E,7ʡmph,0ʡmph,30.15ʡin,0.0ʡin,Partly Cloudy
2023-02-23,2:30 PM,46ʡF,37ʡF,71ʡ%,ENE,7ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Partly Cloudy
2023-02-23,3:00 PM,46ʡF,37ʡF,71ʡ%,E,9ʡmph,0ʡmph,30.15ʡin,0.0ʡin,Partly Cloudy
2023-02-23,3:30 PM,46ʡF,37ʡF,71ʡ%,ENE,7ʡmph,0ʡmph,30.15ʡin,0.0ʡin,Partly Cloudy
2023-02-23,4:00 PM,46ʡF,37ʡF,71ʡ%,E,7ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Partly Cloudy
2023-02-23,4:30 PM,46ʡF,37ʡF,71ʡ%,ENE,7ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Partly Cloudy
2023-02-23,5:00 PM,46ʡF,36ʡF,66ʡ%,ENE,9ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Fair
2023-02-23,5:30 PM,45ʡF,37ʡF,76ʡ%,ENE,9ʡmph,0ʡmph,30.18ʡin,0.0ʡin,Fair
2023-02-23,6:00 PM,46ʡF,37ʡF,71ʡ%,ENE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Fair
2023-02-23,6:30 PM,45ʡF,37ʡF,76ʡ%,ENE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Fair
2023-02-23,7:00 PM,45ʡF,39ʡF,81ʡ%,ENE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,7:30 PM,43ʡF,41ʡF,93ʡ%,ENE,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,8:00 PM,43ʡF,41ʡF,93ʡ%,E,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,8:30 PM,43ʡF,41ʡF,93ʡ%,E,2ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,9:00 PM,43ʡF,41ʡF,93ʡ%,ENE,2ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,9:30 PM,43ʡF,41ʡF,93ʡ%,E,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,10:00 PM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,10:30 PM,43ʡF,41ʡF,93ʡ%,ENE,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,11:00 PM,43ʡF,41ʡF,93ʡ%,VAR,2ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-23,11:30 PM,43ʡF,41ʡF,93ʡ%,ENE,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,12:00 AM,43ʡF,41ʡF,93ʡ%,NNE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,12:30 AM,43ʡF,41ʡF,93ʡ%,NNE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,1:00 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain Shower
2023-02-24,1:30 AM,43ʡF,41ʡF,93ʡ%,NNE,9ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain Shower
2023-02-24,2:00 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,2:30 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,3:00 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,3:30 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain
2023-02-24,4:00 AM,43ʡF,41ʡF,93ʡ%,NNE,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain Shower
2023-02-24,4:30 AM,43ʡF,41ʡF,93ʡ%,N,4ʡmph,0ʡmph,30.21ʡin,0.0ʡin,Light Rain Shower
2023-02-24,5:00 AM,43ʡF,41ʡF,93ʡ%,N,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-24,5:30 AM,43ʡF,39ʡF,87ʡ%,NNE,9ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-24,6:00 AM,43ʡF,41ʡF,93ʡ%,N,7ʡmph,0ʡmph,30.24ʡin,0.0ʡin,Light Rain Shower
2023-02-24,6:30 AM,43ʡF,41ʡF,93ʡ%,NE,7ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Light Rain Shower
2023-02-24,7:00 AM,41ʡF,39ʡF,93ʡ%,NE,9ʡmph,0ʡmph,30.27ʡin,0.0ʡin,Fog
2023-02-24,7:30 AM,43ʡF,39ʡF,87ʡ%,NNE,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fog
2023-02-24,8:00 AM,43ʡF,39ʡF,87ʡ%,NNE,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fog
2023-02-24,8:30 AM,43ʡF,39ʡF,87ʡ%,NNE,7ʡmph,0ʡmph,30.30ʡin,0.0ʡin,Fog
2023-02-24,9:00 AM,43ʡF,39ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Light Rain
2023-02-24,9:30 AM,43ʡF,39ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Light Rain
2023-02-24,10:00 AM,43ʡF,39ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Light Rain
2023-02-24,10:30 AM,43ʡF,39ʡF,87ʡ%,N,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,11:00 AM,43ʡF,39ʡF,87ʡ%,N,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,11:30 AM,45ʡF,39ʡF,81ʡ%,N,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,12:00 PM,45ʡF,39ʡF,81ʡ%,NNW,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,12:30 PM,45ʡF,39ʡF,81ʡ%,N,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,1:00 PM,45ʡF,39ʡF,81ʡ%,NNW,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Fog
2023-02-24,1:30 PM,45ʡF,39ʡF,81ʡ%,NNW,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,2:00 PM,45ʡF,39ʡF,81ʡ%,N,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,2:30 PM,46ʡF,37ʡF,71ʡ%,NNW,9ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,3:00 PM,46ʡF,39ʡF,76ʡ%,NNW,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,3:30 PM,48ʡF,39ʡF,71ʡ%,N,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,4:00 PM,48ʡF,39ʡF,71ʡ%,N,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Partly Cloudy
2023-02-24,4:30 PM,48ʡF,37ʡF,66ʡ%,NNW,7ʡmph,0ʡmph,30.33ʡin,0.0ʡin,Partly Cloudy
2023-02-24,5:00 PM,48ʡF,37ʡF,66ʡ%,NNW,7ʡmph,0ʡmph,30.36ʡin,0.0ʡin,Mostly Cloudy
2023-02-24,5:30 PM,48ʡF,37ʡF,66ʡ%,NW,7ʡmph,0ʡmph,30.36ʡin,0.0ʡin,Partly Cloudy
2023-02-24,6:00 PM,46ʡF,37ʡF,71ʡ%,WNW,4ʡmph,0ʡmph,30.39ʡin,0.0ʡin,Partly Cloudy
2023-02-24,6:30 PM,46ʡF,37ʡF,71ʡ%,NW,4ʡmph,0ʡmph,30.39ʡin,0.0ʡin,Fair
2023-02-24,7:00 PM,46ʡF,37ʡF,71ʡ%,NNW,7ʡmph,0ʡmph,30.39ʡin,0.0ʡin,Haze
2023-02-24,7:30 PM,46ʡF,37ʡF,71ʡ%,NNW,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Haze
2023-02-24,8:00 PM,46ʡF,36ʡF,66ʡ%,NNW,4ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Haze
2023-02-24,8:30 PM,46ʡF,37ʡF,71ʡ%,WNW,7ʡmph,0ʡmph,30.42ʡin,0.0ʡin,Haze
2023-02-24,9:00 PM,45ʡF,37ʡF,76ʡ%,W,7ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-24,9:30 PM,46ʡF,39ʡF,76ʡ%,W,7ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-24,10:00 PM,43ʡF,37ʡF,81ʡ%,WSW,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Partly Cloudy
2023-02-24,10:30 PM,43ʡF,39ʡF,87ʡ%,WSW,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-24,11:00 PM,41ʡF,37ʡF,87ʡ%,WSW,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-24,11:30 PM,41ʡF,39ʡF,93ʡ%,SW,4ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-25,12:00 AM,43ʡF,39ʡF,87ʡ%,W,7ʡmph,0ʡmph,30.45ʡin,0.0ʡin,Fog
2023-02-25,12:30 AM,43ʡF,39ʡF,87ʡ%,W,7ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Partly Cloudy
2023-02-25,1:00 AM,43ʡF,39ʡF,87ʡ%,W,7ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Partly Cloudy
2023-02-25,1:30 AM,43ʡF,39ʡF,87ʡ%,WNW,4ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Partly Cloudy
2023-02-25,2:00 AM,45ʡF,37ʡF,76ʡ%,NNW,4ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Fair
2023-02-25,2:30 AM,43ʡF,37ʡF,81ʡ%,N,7ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Fair
2023-02-25,3:00 AM,43ʡF,37ʡF,81ʡ%,N,7ʡmph,0ʡmph,30.48ʡin,0.0ʡin,Fair
2023-02-25,3:30 AM,41ʡF,37ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fair
2023-02-25,4:00 AM,41ʡF,37ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fog
2023-02-25,4:30 AM,41ʡF,37ʡF,87ʡ%,N,9ʡmph,0ʡmph,30.51ʡin,0.0ʡin,Fog
2023-02-25,5:00 AM,43ʡF,37ʡF,81ʡ%,N,9ʡmph,0ʡmph,30.54ʡin,0.0ʡin,Fog
2023-02-25,5:30 AM,43ʡF,37ʡF,81ʡ%,N,9ʡmph,0ʡmph,30.54ʡin,0.0ʡin,Fog
2023-02-25,6:00 AM,43ʡF,37ʡF,81ʡ%,N,7ʡmph,0ʡmph,30.54ʡin,0.0ʡin,Fog
2023-02-25,6:30 AM,43ʡF,39ʡF,87ʡ%,N,4ʡmph,0ʡmph,30.57ʡin,0.0ʡin,Fog
2023-02-25,7:00 AM,43ʡF,39ʡF,87ʡ%,N,7ʡmph,0ʡmph,30.57ʡin,0.0ʡin,Fog
2023-02-25,7:30 AM,43ʡF,39ʡF,87ʡ%,N,7ʡmph,0ʡmph,30.60ʡin,0.0ʡin,Fog
2023-02-25,8:00 AM,45ʡF,37ʡF,76ʡ%,N,7ʡmph,0ʡmph,30.60ʡin,0.0ʡin,Fog
2023-02-25,8:30 AM,45ʡF,37ʡF,76ʡ%,N,9ʡmph,0ʡmph,30.63ʡin,0.0ʡin,Fog
2023-02-25,9:00 AM,46ʡF,37ʡF,71ʡ%,N,11ʡmph,0ʡmph,30.63ʡin,0.0ʡin,Haze
2023-02-25,9:30 AM,46ʡF,36ʡF,66ʡ%,NNE,11ʡmph,0ʡmph,30.63ʡin,0.0ʡin,Haze
2023-02-25,10:00 AM,48ʡF,37ʡF,66ʡ%,NNE,11ʡmph,0ʡmph,30.63ʡin,0.0ʡin,Haze
2023-02-25,10:30 AM,50ʡF,36ʡF,58ʡ%,NE,11ʡmph,22ʡmph,30.66ʡin,0.0ʡin,Haze
2023-02-25,11:00 AM,48ʡF,34ʡF,57ʡ%,N,9ʡmph,0ʡmph,30.66ʡin,0.0ʡin,Mostly Cloudy
2023-02-25,11:30 AM,50ʡF,32ʡF,50ʡ%,N,9ʡmph,0ʡmph,30.63ʡin,0.0ʡin,Mostly Cloudy
