,metric,time,val
119,v.building.A001A.elec.hourly,2020-08-06 00:00:00+00:00,16.68975830078125
120,v.building.A001A.elec.hourly,2020-08-06 01:00:00+00:00,14.468383789069776
121,v.building.A001A.elec.hourly,2020-08-06 02:00:00+00:00,17.28546142578307
122,v.building.A001A.elec.hourly,2020-08-06 03:00:00+00:00,16.881408691400793
123,v.building.A001A.elec.hourly,2020-08-06 04:00:00+00:00,16.885681152347388
124,v.building.A001A.elec.hourly,2020-08-06 05:00:00+00:00,15.480041503902612
125,v.building.A001A.elec.hourly,2020-08-06 06:00:00+00:00,15.673217773426586
126,v.building.A001A.elec.hourly,2020-08-06 07:00:00+00:00,16.08825683595569
127,v.building.A001A.elec.hourly,2020-08-06 08:00:00+00:00,16.272583007801586
128,v.building.A001A.elec.hourly,2020-08-06 09:00:00+00:00,16.888122558590112
129,v.building.A001A.elec.hourly,2020-08-06 10:00:00+00:00,16.686096191413526
130,v.building.A001A.elec.hourly,2020-08-06 11:00:00+00:00,24.73114013671875
131,v.building.A001A.elec.hourly,2020-08-06 12:00:00+00:00,24.12994384766353
132,v.building.A001A.elec.hourly,2020-08-06 13:00:00+00:00,24.153137207020336
133,v.building.A001A.elec.hourly,2020-08-06 14:00:00+00:00,20.701293945316134
134,v.building.A001A.elec.hourly,2020-08-06 15:00:00+00:00,7.64556884765625
135,v.building.A001A.elec.hourly,2020-08-06 16:00:00+00:00,10.852966308590112
136,v.building.A001A.elec.hourly,2020-08-06 17:00:00+00:00,8.240966796875
137,v.building.A001A.elec.hourly,2020-08-06 18:00:00+00:00,5.831604003898974
138,v.building.A001A.elec.hourly,2020-08-06 19:00:00+00:00,7.836303710935681
139,v.building.A001A.elec.hourly,2020-08-06 20:00:00+00:00,6.434631347672621
140,v.building.A001A.elec.hourly,2020-08-06 21:00:00+00:00,7.038269042981483
141,v.building.A001A.elec.hourly,2020-08-06 22:00:00+00:00,7.228088378900793
142,v.building.A001A.elec.hourly,2020-08-06 23:00:00+00:00,6.434631347641698
143,v.building.A001A.elec.hourly,2020-08-07 00:00:00+00:00,7.039184570303405
144,v.building.A001A.elec.hourly,2020-08-07 01:00:00+00:00,6.628723144533069
145,v.building.A001A.elec.hourly,2020-08-07 02:00:00+00:00,6.831970214854664
146,v.building.A001A.elec.hourly,2020-08-07 03:00:00+00:00,6.430969238284888
147,v.building.A001A.elec.hourly,2020-08-07 04:00:00+00:00,7.235717773430224
148,v.building.A001A.elec.hourly,2020-08-07 05:00:00+00:00,6.430969238270336
149,v.building.A001A.elec.hourly,2020-08-07 06:00:00+00:00,7.031555175777612
150,v.building.A001A.elec.hourly,2020-08-07 07:00:00+00:00,9.05242919923694
151,v.building.A001A.elec.hourly,2020-08-07 08:00:00+00:00,8.842468261715112
152,v.building.A001A.elec.hourly,2020-08-07 09:00:00+00:00,10.65338134763806
153,v.building.A001A.elec.hourly,2020-08-07 10:00:00+00:00,22.93365478516353
154,v.building.A001A.elec.hourly,2020-08-07 11:00:00+00:00,58.90594482422239
155,v.building.A001A.elec.hourly,2020-08-07 12:00:00+00:00,51.9754028320458
156,v.building.A001A.elec.hourly,2020-08-07 13:00:00+00:00,57.06359863279795
157,v.building.A001A.elec.hourly,2020-08-07 14:00:00+00:00,56.65740966796875
158,v.building.A001A.elec.hourly,2020-08-07 15:00:00+00:00,51.64825439453125
159,v.building.A001A.elec.hourly,2020-08-07 16:00:00+00:00,18.70513916015625
160,v.building.A001A.elec.hourly,2020-08-07 17:00:00+00:00,10.645141601566138
161,v.building.A001A.elec.hourly,2020-08-07 18:00:00+00:00,5.831604003902612
162,v.building.A001A.elec.hourly,2020-08-07 19:00:00+00:00,5.63385009765625
163,v.building.A001A.elec.hourly,2020-08-07 20:00:00+00:00,7.030639648441138
164,v.building.A001A.elec.hourly,2020-08-07 21:00:00+00:00,6.435852050777612
165,v.building.A001A.elec.hourly,2020-08-07 22:00:00+00:00,5.625305175777612
166,v.building.A001A.elec.hourly,2020-08-07 23:00:00+00:00,6.430053710944776
167,v.building.A001A.elec.hourly,2020-08-08 00:00:00+00:00,5.021057128902612
168,v.building.A001A.elec.hourly,2020-08-08 01:00:00+00:00,6.434936523441138
169,v.building.A001A.elec.hourly,2020-08-08 02:00:00+00:00,6.22955322265625
170,v.building.A001A.elec.hourly,2020-08-08 03:00:00+00:00,7.633972167965112
171,v.building.A001A.elec.hourly,2020-08-08 04:00:00+00:00,6.43951416015625
172,v.building.A001A.elec.hourly,2020-08-08 05:00:00+00:00,6.23077392578125
173,v.building.A001A.elec.hourly,2020-08-08 06:00:00+00:00,6.430053710941138
174,v.building.A001A.elec.hourly,2020-08-08 07:00:00+00:00,7.442016601566138
175,v.building.A001A.elec.hourly,2020-08-08 08:00:00+00:00,8.83880615234375
176,v.building.A001A.elec.hourly,2020-08-08 09:00:00+00:00,7.034301757805224
177,v.building.A001A.elec.hourly,2020-08-08 10:00:00+00:00,6.430969238284888
178,v.building.A001A.elec.hourly,2020-08-08 11:00:00+00:00,7.241516113273974
179,v.building.A001A.elec.hourly,2020-08-08 12:00:00+00:00,6.229858398448414
180,v.building.A001A.elec.hourly,2020-08-08 13:00:00+00:00,8.247680664066138
181,v.building.A001A.elec.hourly,2020-08-08 14:00:00+00:00,5.624389648426586
182,v.building.A001A.elec.hourly,2020-08-08 15:00:00+00:00,6.430969238272155
183,v.building.A001A.elec.hourly,2020-08-08 16:00:00+00:00,6.836853027352845
184,v.building.A001A.elec.hourly,2020-08-08 17:00:00+00:00,5.2197265625
185,v.building.A001A.elec.hourly,2020-08-08 18:00:00+00:00,7.641296386726026
186,v.building.A001A.elec.hourly,2020-08-08 19:00:00+00:00,5.63018798828125
187,v.building.A001A.elec.hourly,2020-08-08 20:00:00+00:00,6.427307128898974
188,v.building.A001A.elec.hourly,2020-08-08 21:00:00+00:00,5.436401367183862
189,v.building.A001A.elec.hourly,2020-08-08 22:00:00+00:00,7.027893066409888
190,v.building.A001A.elec.hourly,2020-08-08 23:00:00+00:00,5.628967285170802
191,v.building.A001A.elec.hourly,2020-08-09 00:00:00+00:00,6.438598632805224
192,v.building.A001A.elec.hourly,2020-08-09 01:00:00+00:00,7.0269775390625
193,v.building.A001A.elec.hourly,2020-08-09 02:00:00+00:00,5.628051757797948
194,v.building.A001A.elec.hourly,2020-08-09 03:00:00+00:00,6.435852050792164
195,v.building.A001A.elec.hourly,2020-08-09 04:00:00+00:00,5.625610351558862
196,v.building.A001A.elec.hourly,2020-08-09 05:00:00+00:00,7.639465332042164
197,v.building.A001A.elec.hourly,2020-08-09 06:00:00+00:00,7.638854980465112
198,v.building.A001A.elec.hourly,2020-08-09 07:00:00+00:00,6.836547851551586
199,v.building.A001A.elec.hourly,2020-08-09 08:00:00+00:00,7.631225585941138
200,v.building.A001A.elec.hourly,2020-08-09 09:00:00+00:00,5.628967285170802
201,v.building.A001A.elec.hourly,2020-08-09 10:00:00+00:00,8.243103027336474
202,v.building.A001A.elec.hourly,2020-08-09 11:00:00+00:00,4.623107910141698
203,v.building.A001A.elec.hourly,2020-08-09 12:00:00+00:00,5.625610351569776
204,v.building.A001A.elec.hourly,2020-08-09 13:00:00+00:00,6.631469726569776
205,v.building.A001A.elec.hourly,2020-08-09 14:00:00+00:00,6.2347412109375
206,v.building.A001A.elec.hourly,2020-08-09 15:00:00+00:00,6.027221679683862
207,v.building.A001A.elec.hourly,2020-08-09 16:00:00+00:00,5.629272460926586
208,v.building.A001A.elec.hourly,2020-08-09 17:00:00+00:00,2.811279296878638
209,v.building.A001A.elec.hourly,2020-08-09 18:00:00+00:00,5.633850097663526
210,v.building.A001A.elec.hourly,2020-08-09 19:00:00+00:00,5.626525878909888
211,v.building.A001A.elec.hourly,2020-08-09 20:00:00+00:00,6.031188964851026
212,v.building.A001A.elec.hourly,2020-08-09 21:00:00+00:00,4.223022460926586
213,v.building.A001A.elec.hourly,2020-08-09 22:00:00+00:00,4.820861816402612
214,v.building.A001A.elec.hourly,2020-08-09 23:00:00+00:00,6.229553222648974
215,v.building.A001A.elec.hourly,2020-08-10 00:00:00+00:00,4.828491210944776
216,v.building.A001A.elec.hourly,2020-08-10 01:00:00+00:00,6.024475097667164
217,v.building.A001A.elec.hourly,2020-08-10 02:00:00+00:00,5.43182373046875
218,v.building.A001A.elec.hourly,2020-08-10 03:00:00+00:00,5.625305175770336
219,v.building.A001A.elec.hourly,2020-08-10 04:00:00+00:00,4.824523925777612
220,v.building.A001A.elec.hourly,2020-08-10 05:00:00+00:00,5.427856445316138
221,v.building.A001A.elec.hourly,2020-08-10 06:00:00+00:00,4.820861816413526
222,v.building.A001A.elec.hourly,2020-08-10 07:00:00+00:00,6.237182617191138
223,v.building.A001A.elec.hourly,2020-08-10 08:00:00+00:00,6.028442382801586
224,v.building.A001A.elec.hourly,2020-08-10 09:00:00+00:00,5.427856445305224
225,v.building.A001A.elec.hourly,2020-08-10 10:00:00+00:00,6.028442382819776
226,v.building.A001A.elec.hourly,2020-08-10 11:00:00+00:00,6.228637695319776
227,v.building.A001A.elec.hourly,2020-08-10 12:00:00+00:00,14.6917724609375
228,v.building.A001A.elec.hourly,2020-08-10 13:00:00+00:00,39.481811523444776
229,v.building.A001A.elec.hourly,2020-08-10 14:00:00+00:00,51.23687744140989
230,v.building.A001A.elec.hourly,2020-08-10 15:00:00+00:00,45.158081054676586
231,v.building.A001A.elec.hourly,2020-08-10 16:00:00+00:00,30.03692626952397
232,v.building.A001A.elec.hourly,2020-08-10 17:00:00+00:00,24.98809814452761
233,v.building.A001A.elec.hourly,2020-08-10 18:00:00+00:00,7.236938476569776
234,v.building.A001A.elec.hourly,2020-08-10 19:00:00+00:00,7.032775878909888
235,v.building.A001A.elec.hourly,2020-08-10 20:00:00+00:00,9.248352050792164
236,v.building.A001A.elec.hourly,2020-08-10 21:00:00+00:00,9.644470214829198
237,v.building.A001A.elec.hourly,2020-08-10 22:00:00+00:00,9.048156738270336
238,v.building.A001A.elec.hourly,2020-08-10 23:00:00+00:00,7.232055664069776
239,v.building.A001A.elec.hourly,2020-08-11 00:00:00+00:00,8.841247558597388
240,v.building.A001A.elec.hourly,2020-08-11 01:00:00+00:00,8.642883300792164
241,v.building.A001A.elec.hourly,2020-08-11 02:00:00+00:00,7.041320800770336
242,v.building.A001A.elec.hourly,2020-08-11 03:00:00+00:00,7.837524414058862
243,v.building.A001A.elec.hourly,2020-08-11 04:00:00+00:00,8.445434570319776
244,v.building.A001A.elec.hourly,2020-08-11 05:00:00+00:00,8.438110351558862
245,v.building.A001A.elec.hourly,2020-08-11 06:00:00+00:00,6.432189941420802
246,v.building.A001A.elec.hourly,2020-08-11 07:00:00+00:00,10.451354980457836
247,v.building.A001A.elec.hourly,2020-08-11 08:00:00+00:00,19.92889404295784
248,v.building.A001A.elec.hourly,2020-08-11 09:00:00+00:00,22.93365478517444
249,v.building.A001A.elec.hourly,2020-08-11 10:00:00+00:00,14.073181152340112
250,v.building.A001A.elec.hourly,2020-08-11 11:00:00+00:00,16.08184814453125
251,v.building.A001A.elec.hourly,2020-08-11 12:00:00+00:00,20.70709228514897
252,v.building.A001A.elec.hourly,2020-08-11 13:00:00+00:00,17.283630371097388
253,v.building.A001A.elec.hourly,2020-08-11 14:00:00+00:00,18.917541503909888
254,v.building.A001A.elec.hourly,2020-08-11 15:00:00+00:00,32.88513183594114
255,v.building.A001A.elec.hourly,2020-08-11 16:00:00+00:00,30.052795410141695
256,v.building.A001A.elec.hourly,2020-08-11 17:00:00+00:00,23.755493164058866
257,v.building.A001A.elec.hourly,2020-08-11 18:00:00+00:00,15.68511962890625
258,v.building.A001A.elec.hourly,2020-08-11 19:00:00+00:00,12.669982910163526
259,v.building.A001A.elec.hourly,2020-08-11 20:00:00+00:00,12.05505371093932
260,v.building.A001A.elec.hourly,2020-08-11 21:00:00+00:00,13.266906738290343
261,v.building.A001A.elec.hourly,2020-08-11 22:00:00+00:00,12.662048339829198
262,v.building.A001A.elec.hourly,2020-08-11 23:00:00+00:00,11.461486816409888
263,v.building.A001A.elec.hourly,2020-08-12 00:00:00+00:00,11.451721191398974
264,v.building.A001A.elec.hourly,2020-08-12 01:00:00+00:00,11.464233398448414
265,v.building.A001A.elec.hourly,2020-08-12 02:00:00+00:00,12.460021972652612
266,v.building.A001A.elec.hourly,2020-08-12 03:00:00+00:00,14.069519042972388
267,v.building.A001A.elec.hourly,2020-08-12 04:00:00+00:00,10.054016113277612
268,v.building.A001A.elec.hourly,2020-08-12 05:00:00+00:00,12.2576904296875
269,v.building.A001A.elec.hourly,2020-08-12 06:00:00+00:00,11.258850097659888
270,v.building.A001A.elec.hourly,2020-08-12 07:00:00+00:00,12.659606933590112
271,v.building.A001A.elec.hourly,2020-08-12 08:00:00+00:00,16.90216064453125
272,v.building.A001A.elec.hourly,2020-08-12 09:00:00+00:00,23.93524169921875
273,v.building.A001A.elec.hourly,2020-08-12 10:00:00+00:00,36.22833251953125
274,v.building.A001A.elec.hourly,2020-08-12 11:00:00+00:00,33.8372802734375
275,v.building.A001A.elec.hourly,2020-08-12 12:00:00+00:00,34.2266845703125
276,v.building.A001A.elec.hourly,2020-08-12 13:00:00+00:00,39.867553710930224
277,v.building.A001A.elec.hourly,2020-08-12 14:00:00+00:00,39.872436523448414
278,v.building.A001A.elec.hourly,2020-08-12 15:00:00+00:00,30.4052734375
279,v.building.A001A.elec.hourly,2020-08-13 10:00:00+00:00,0.0
280,v.building.A001A.elec.hourly,2020-08-13 11:00:00+00:00,0.0
281,v.building.A001A.elec.hourly,2020-08-13 12:00:00+00:00,38.09875488281614
282,v.building.A001A.elec.hourly,2020-08-13 13:00:00+00:00,52.51861572263988
283,v.building.A001A.elec.hourly,2020-08-13 14:00:00+00:00,50.86639404298148
284,v.building.A001A.elec.hourly,2020-08-13 15:00:00+00:00,48.77593994140079
285,v.building.A001A.elec.hourly,2020-08-13 16:00:00+00:00,48.99963378906432
286,v.building.A001A.elec.hourly,2020-08-13 17:00:00+00:00,49.427795410148974
287,v.building.A001A.elec.hourly,2020-08-13 18:00:00+00:00,30.19317626953307
288,v.building.A001A.elec.hourly,2020-08-13 19:00:00+00:00,20.701293945299767
289,v.building.A001A.elec.hourly,2020-08-13 20:00:00+00:00,16.687316894553078
290,v.building.A001A.elec.hourly,2020-08-13 21:00:00+00:00,17.684631347647155
291,v.building.A001A.elec.hourly,2020-08-13 22:00:00+00:00,16.882934570321595
292,v.building.A001A.elec.hourly,2020-08-13 23:00:00+00:00,19.29168701171693
293,v.building.A001A.elec.hourly,2020-08-14 00:00:00+00:00,18.29345703125
294,v.building.A001A.elec.hourly,2020-08-14 01:00:00+00:00,18.69567871092113
295,v.building.A001A.elec.hourly,2020-08-14 02:00:00+00:00,19.29077148438228
296,v.building.A001A.elec.hourly,2020-08-14 03:00:00+00:00,18.698425292972388
297,v.building.A001A.elec.hourly,2020-08-14 04:00:00+00:00,19.49859619140625
298,v.building.A001A.elec.hourly,2020-08-14 05:00:00+00:00,17.88269042968932
299,v.building.A001A.elec.hourly,2020-08-14 06:00:00+00:00,20.10559082031068
300,v.building.A001A.elec.hourly,2020-08-14 07:00:00+00:00,12.459106445319776
301,v.building.A001A.elec.hourly,2020-08-14 08:00:00+00:00,4.627990722652612
302,v.building.A001A.elec.hourly,2020-08-14 09:00:00+00:00,6.828308105463293
303,v.building.A001A.elec.hourly,2020-08-14 10:00:00+00:00,7.237854003904431
304,v.building.A001A.elec.hourly,2020-08-14 11:00:00+00:00,8.852233886715112
305,v.building.A001A.elec.hourly,2020-08-14 12:00:00+00:00,7.43072509767444
306,v.building.A001A.elec.hourly,2020-08-14 13:00:00+00:00,7.044067382808862
307,v.building.A001A.elec.hourly,2020-08-14 14:00:00+00:00,11.652221679683862
308,v.building.A001A.elec.hourly,2020-08-14 15:00:00+00:00,20.519409179683866
309,v.building.A001A.elec.hourly,2020-08-14 16:00:00+00:00,20.31036376953125
310,v.building.A001A.elec.hourly,2020-08-14 17:00:00+00:00,16.89971923828125
311,v.building.A001A.elec.hourly,2020-08-14 18:00:00+00:00,12.869873046882276
312,v.building.A001A.elec.hourly,2020-08-14 19:00:00+00:00,3.418579101558862
313,v.building.A001A.elec.hourly,2020-08-14 20:00:00+00:00,5.221862792957836
314,v.building.A001A.elec.hourly,2020-08-14 21:00:00+00:00,5.030517578125
315,v.building.A001A.elec.hourly,2020-08-14 22:00:00+00:00,4.6148681640625
316,v.building.A001A.elec.hourly,2020-08-14 23:00:00+00:00,4.827270507828871
317,v.building.A001A.elec.hourly,2020-08-15 00:00:00+00:00,4.828186035154431
318,v.building.A001A.elec.hourly,2020-08-15 01:00:00+00:00,4.011535644529431
319,v.building.A001A.elec.hourly,2020-08-15 02:00:00+00:00,5.431518554678405
320,v.building.A001A.elec.hourly,2020-08-15 03:00:00+00:00,4.824523925777612
321,v.building.A001A.elec.hourly,2020-08-15 04:00:00+00:00,6.024475097670802
322,v.building.A001A.elec.hourly,2020-08-15 05:00:00+00:00,4.025573730461474
323,v.building.A001A.elec.hourly,2020-08-15 06:00:00+00:00,5.420532226569776
324,v.building.A001A.elec.hourly,2020-08-15 07:00:00+00:00,6.640014648430224
325,v.building.A001A.elec.hourly,2020-08-15 08:00:00+00:00,5.223999023433862
326,v.building.A001A.elec.hourly,2020-08-15 09:00:00+00:00,8.440551757816138
327,v.building.A001A.elec.hourly,2020-08-15 10:00:00+00:00,8.442993164066138
328,v.building.A001A.elec.hourly,2020-08-15 11:00:00+00:00,7.232971191395336
329,v.building.A001A.elec.hourly,2020-08-15 12:00:00+00:00,5.431823730476026
330,v.building.A001A.elec.hourly,2020-08-15 13:00:00+00:00,7.837219238279431
331,v.building.A001A.elec.hourly,2020-08-15 14:00:00+00:00,27.18811035156432
332,v.building.A001A.elec.hourly,2020-08-15 15:00:00+00:00,47.3562622070167
